LCN,TX.VAL.TRVL.ZS.WT,,,,,,,,,,,,,,,,,,,,39.53972514,36.76869708,35.95755209,34.53049463,33.59574875,36.08103608,33.42308967,36.46805111,35.2079747,33.37867659,41.97749109,41.55189958,39.68092473,37.69472419,39.11403429,37.20675987,37.74133943,38.44305176,37.35311015,47.36050636,47.8171543,45.99046087,48.43273827,49.25529333,50.39416487,52.36125069,50.67560692,50.78002501,48.99828542,48.45142329,49.46819492,49.35354514,47.7146186,48.55259957,48.31162651,48.56189229,49.26473491,50.78428049,
LCN,TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,30.70626933,30.50192736,31.98121301,32.95104218,37.19202564,36.56452234,38.4678647,34.70598792,35.6484717,34.69310873,29.50245136,28.37741355,30.28819034,30.89671947,27.80659229,27.8413516,27.65918915,24.15187634,21.76258188,22.83117798,21.53620322,21.21676835,20.81156013,20.6675118,21.70234417,22.1955522,22.20638068,21.4019265,20.75926311,21.47628184,19.5673289,19.42642781,19.82638077,18.52607546,18.66072721,17.51723011,17.66236346,17.40067752,
LCN,TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.390810755,6.645581453,6.419640093,7.078031656,7.789045726,8.733645617,9.648102123,12.35429597,14.44949336,15.73439735,15.24660177,14.51632725,13.58484103,12.75936488,12.15825529,11.94218624,11.5385316,10.13079525,11.40221203,10.58966897,10.46374511,46.31920451,47.9432884,23.91746332,25.46402298,12.53923039,
LCN,TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19093928193,,31805211823,40792761300,38620286156,36958203011,36772878306,41356906811,45022214529,49517862945,48364242044,50116589421,44065140521,51878310674,60463855373,61170921772,,,,,
LCN,TX.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,,9453969998,11856286056,13477402413,16881309537,18793977769,19981088345,18537236516,17727048698,19061487409,20239523153,20966885484,23327336785,26109201379,30518325546,34568935107,36279842419,40871412209,44577288129,49782946858,51586733286,55077217430,61757108472,56853095953,58428696101,64008005727,62586098047,60992846547,66476215006,75076542499,87527709265,97663517423,1.13635E+11,1.29212E+11,1.17537E+11,1.29022E+11,1.48148E+11,1.581E+11,1.62779E+11,1.73204E+11,1.69351E+11,1.72626E+11,
LCN,TX.VAL.OTHR.ZS.WT,,,,,,,,,,,,,,,,,,,,23.83146449,25.19557126,24.85398584,25.36625287,23.80674042,22.64243063,21.72790454,23.90916803,24.30625759,24.23882905,24.28453679,26.19361805,26.48456604,27.31885332,27.57565896,31.59816428,27.49351897,32.52395245,37.75295036,24.27109419,24.10358084,24.75851919,24.13770494,23.48962084,22.14573439,21.06955841,21.65016708,22.37183646,22.75923367,22.7718097,23.86766519,23.90327702,24.10399136,25.17075633,24.24152631,25.56064482,25.43020805,25.05935933,
LCN,TX.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCN,TX.VAL.MRCH.WR.ZS,5.949514346,4.920794444,5.303293212,5.581746379,7.067539216,7.837233692,7.780616086,7.668103051,8.634882065,9.137386258,8.972056337,9.904786653,9.398826998,10.62026291,11.13664331,12.33051739,11.83026207,12.0523869,12.047005,11.66598146,11.45112873,11.96531864,11.83912239,9.46334988,9.724641826,9.299832797,9.982487476,8.988682226,9.577091819,10.20999192,10.38919361,10.72162165,12.31222858,13.91315399,14.35609243,14.43929372,13.76898917,14.35691084,14.08411561,10.84330254,11.79697613,11.90085678,11.06148768,10.69647142,12.31948024,12.52680568,12.99508888,14.22442746,15.1296614,14.7386784,14.68656473,14.62585599,14.55201718,14.44428446,13.19334866,12.48614121,11.85443304,
LCN,TX.VAL.MRCH.WL.CD,8550429000,8703493000,9154557000,9835506000,10652463000,11218882000,11953912000,11922062000,12530617000,13735777000,15442714000,12306888000,17801498000,25573736000,41428740000,39132997000,44998310000,52940335000,56573638000,75281510000,97436051667,1.06339E+11,95797014717,94738267943,1.04053E+11,98029908362,81638938135,91282683980,1.05637E+11,1.1489E+11,1.26419E+11,1.39975E+11,1.49019E+11,1.59439E+11,1.88665E+11,2.2743E+11,2.60819E+11,2.87733E+11,2.83813E+11,3.03439E+11,3.62344E+11,3.46782E+11,3.5049E+11,3.83069E+11,4.73133E+11,5.69519E+11,6.79376E+11,7.60674E+11,8.86187E+11,6.84E+11,8.69063E+11,1.06844E+12,1.07447E+12,1.08064E+12,1.06219E+12,9.02617E+11,8.69665E+11,
LCN,TX.VAL.MRCH.RS.ZS,12.70371346,13.34217193,13.03442646,12.08318108,11.4178383,11.5774103,11.38326098,11.29589831,11.14347362,10.41532634,10.75004692,7.288162531,10.85817609,9.625590098,10.05242979,11.3018663,10.74988594,8.955600678,9.059792124,10.14906848,11.741685,11.80617627,9.794092611,8.770866252,9.191131496,7.302635316,7.097004987,7.767980177,8.297885832,6.528823073,7.027823402,5.8038713,5.815213148,3.77187188,5.519384211,5.100177478,6.9632114,5.433927951,5.533475144,5.24897834,4.545340303,4.243363642,3.797820182,3.871344555,4.550165326,4.290062931,3.522163378,2.404554904,3.184665943,2.180372207,1.662023433,1.289083299,1.411460903,1.295842561,1.878198329,1.474929435,1.523548157,
