INX,TX.VAL.TRVL.ZS.WT
INX,TX.VAL.TRAN.ZS.WT
INX,TX.VAL.TECH.MF.ZS
INX,TX.VAL.TECH.CD
INX,TX.VAL.SERV.CD.WT
INX,TX.VAL.OTHR.ZS.WT
INX,TX.VAL.MRCH.XD.WD
INX,TX.VAL.MRCH.WR.ZS
INX,TX.VAL.MRCH.WL.CD
INX,TX.VAL.MRCH.RS.ZS
INX,TX.VAL.MRCH.R6.ZS
INX,TX.VAL.MRCH.R5.ZS
INX,TX.VAL.MRCH.R4.ZS
INX,TX.VAL.MRCH.R3.ZS
INX,TX.VAL.MRCH.R2.ZS
INX,TX.VAL.MRCH.R1.ZS
INX,TX.VAL.MRCH.OR.ZS
INX,TX.VAL.MRCH.HI.ZS
INX,TX.VAL.MRCH.CD.WT
INX,TX.VAL.MRCH.AL.ZS
INX,TX.VAL.MMTL.ZS.UN
INX,TX.VAL.MANF.ZS.UN
INX,TX.VAL.INSF.ZS.WT
INX,TX.VAL.ICTG.ZS.UN
INX,TX.VAL.FUEL.ZS.UN
INX,TX.VAL.FOOD.ZS.UN
INX,TX.VAL.AGRI.ZS.UN
INX,TX.QTY.MRCH.XD.WD
INX,TT.PRI.MRCH.XD.WD
INX,TM.VAL.TRVL.ZS.WT
INX,TM.VAL.TRAN.ZS.WT
INX,TM.VAL.SERV.CD.WT
INX,TM.VAL.OTHR.ZS.WT
INX,TM.VAL.MRCH.XD.WD
INX,TM.VAL.MRCH.WR.ZS
INX,TM.VAL.MRCH.WL.CD
INX,TM.VAL.MRCH.RS.ZS
INX,TM.VAL.MRCH.R6.ZS
INX,TM.VAL.MRCH.R5.ZS
INX,TM.VAL.MRCH.R4.ZS
INX,TM.VAL.MRCH.R3.ZS
INX,TM.VAL.MRCH.R2.ZS
INX,TM.VAL.MRCH.R1.ZS
INX,TM.VAL.MRCH.OR.ZS
INX,TM.VAL.MRCH.HI.ZS
INX,TM.VAL.MRCH.CD.WT
INX,TM.VAL.MRCH.AL.ZS
INX,TM.VAL.MMTL.ZS.UN
INX,TM.VAL.MANF.ZS.UN
INX,TM.VAL.INSF.ZS.WT
INX,TM.VAL.ICTG.ZS.UN
INX,TM.VAL.FUEL.ZS.UN
INX,TM.VAL.FOOD.ZS.UN
INX,TM.VAL.AGRI.ZS.UN
INX,TM.TAX.TCOM.WM.FN.ZS
INX,TM.TAX.TCOM.WM.AR.ZS
INX,TM.TAX.TCOM.SR.ZS
INX,TM.TAX.TCOM.SM.FN.ZS
INX,TM.TAX.TCOM.SM.AR.ZS
INX,TM.TAX.TCOM.IP.ZS
INX,TM.TAX.TCOM.BR.ZS
INX,TM.TAX.TCOM.BC.ZS
INX,TM.TAX.MRCH.WM.FN.ZS
INX,TM.TAX.MRCH.WM.AR.ZS
INX,TM.TAX.MRCH.SR.ZS
INX,TM.TAX.MRCH.SM.FN.ZS
INX,TM.TAX.MRCH.SM.AR.ZS
INX,TM.TAX.MRCH.IP.ZS
INX,TM.TAX.MRCH.BR.ZS
INX,TM.TAX.MRCH.BC.ZS
INX,TM.TAX.MANF.WM.FN.ZS
INX,TM.TAX.MANF.WM.AR.ZS
INX,TM.TAX.MANF.SR.ZS
INX,TM.TAX.MANF.SM.FN.ZS
INX,TM.TAX.MANF.SM.AR.ZS
INX,TM.TAX.MANF.IP.ZS
INX,TM.TAX.MANF.BR.ZS
INX,TM.TAX.MANF.BC.ZS
INX,TM.QTY.MRCH.XD.WD
INX,TG.VAL.TOTL.GD.ZS
INX,ST.INT.XPND.MP.ZS
INX,ST.INT.XPND.CD
INX,ST.INT.TVLX.CD
INX,ST.INT.TVLR.CD
INX,ST.INT.TRNX.CD
INX,ST.INT.TRNR.CD
INX,ST.INT.RCPT.XP.ZS
INX,ST.INT.RCPT.CD
INX,ST.INT.DPRT
INX,ST.INT.ARVL
INX,NY.EXP.CAPM.KN
INX,NE.TRD.GNFS.ZS
INX,NE.RSB.GNFS.ZS
INX,NE.RSB.GNFS.CD
INX,NE.IMP.GNFS.ZS
INX,NE.IMP.GNFS.KD.ZG
INX,NE.IMP.GNFS.KD
INX,NE.IMP.GNFS.CD
INX,NE.EXP.GNFS.ZS
INX,NE.EXP.GNFS.KD.ZG
INX,NE.EXP.GNFS.KD
INX,NE.EXP.GNFS.CD
INX,MS.MIL.XPRT.KD
INX,MS.MIL.MPRT.KD
INX,LP.LPI.TRAC.XQ
INX,LP.LPI.TIME.XQ
INX,LP.LPI.OVRL.XQ
INX,LP.LPI.LOGS.XQ
INX,LP.LPI.ITRN.XQ
