IMN,TX.VAL.TRVL.ZS.WT
IMN,TX.VAL.TRAN.ZS.WT
IMN,TX.VAL.TECH.MF.ZS
IMN,TX.VAL.TECH.CD
IMN,TX.VAL.SERV.CD.WT
IMN,TX.VAL.OTHR.ZS.WT
IMN,TX.VAL.MRCH.XD.WD
IMN,TX.VAL.MRCH.WR.ZS
IMN,TX.VAL.MRCH.WL.CD
IMN,TX.VAL.MRCH.RS.ZS
IMN,TX.VAL.MRCH.R6.ZS
IMN,TX.VAL.MRCH.R5.ZS
IMN,TX.VAL.MRCH.R4.ZS
IMN,TX.VAL.MRCH.R3.ZS
IMN,TX.VAL.MRCH.R2.ZS
IMN,TX.VAL.MRCH.R1.ZS
IMN,TX.VAL.MRCH.OR.ZS
IMN,TX.VAL.MRCH.HI.ZS
IMN,TX.VAL.MRCH.CD.WT
IMN,TX.VAL.MRCH.AL.ZS
IMN,TX.VAL.MMTL.ZS.UN
IMN,TX.VAL.MANF.ZS.UN
IMN,TX.VAL.INSF.ZS.WT
IMN,TX.VAL.ICTG.ZS.UN
IMN,TX.VAL.FUEL.ZS.UN
IMN,TX.VAL.FOOD.ZS.UN
IMN,TX.VAL.AGRI.ZS.UN
IMN,TX.QTY.MRCH.XD.WD
IMN,TT.PRI.MRCH.XD.WD
IMN,TM.VAL.TRVL.ZS.WT
IMN,TM.VAL.TRAN.ZS.WT
IMN,TM.VAL.SERV.CD.WT
IMN,TM.VAL.OTHR.ZS.WT
IMN,TM.VAL.MRCH.XD.WD
IMN,TM.VAL.MRCH.WR.ZS
IMN,TM.VAL.MRCH.WL.CD
IMN,TM.VAL.MRCH.RS.ZS
IMN,TM.VAL.MRCH.R6.ZS
IMN,TM.VAL.MRCH.R5.ZS
IMN,TM.VAL.MRCH.R4.ZS
IMN,TM.VAL.MRCH.R3.ZS
IMN,TM.VAL.MRCH.R2.ZS
IMN,TM.VAL.MRCH.R1.ZS
IMN,TM.VAL.MRCH.OR.ZS
IMN,TM.VAL.MRCH.HI.ZS
IMN,TM.VAL.MRCH.CD.WT
IMN,TM.VAL.MRCH.AL.ZS
IMN,TM.VAL.MMTL.ZS.UN
IMN,TM.VAL.MANF.ZS.UN
IMN,TM.VAL.INSF.ZS.WT
IMN,TM.VAL.ICTG.ZS.UN
IMN,TM.VAL.FUEL.ZS.UN
IMN,TM.VAL.FOOD.ZS.UN
IMN,TM.VAL.AGRI.ZS.UN
IMN,TM.TAX.TCOM.WM.FN.ZS
IMN,TM.TAX.TCOM.WM.AR.ZS
IMN,TM.TAX.TCOM.SR.ZS
IMN,TM.TAX.TCOM.SM.FN.ZS
IMN,TM.TAX.TCOM.SM.AR.ZS
IMN,TM.TAX.TCOM.IP.ZS
IMN,TM.TAX.TCOM.BR.ZS
IMN,TM.TAX.TCOM.BC.ZS
IMN,TM.TAX.MRCH.WM.FN.ZS
IMN,TM.TAX.MRCH.WM.AR.ZS
IMN,TM.TAX.MRCH.SR.ZS
IMN,TM.TAX.MRCH.SM.FN.ZS
IMN,TM.TAX.MRCH.SM.AR.ZS
IMN,TM.TAX.MRCH.IP.ZS
IMN,TM.TAX.MRCH.BR.ZS
IMN,TM.TAX.MRCH.BC.ZS
IMN,TM.TAX.MANF.WM.FN.ZS
IMN,TM.TAX.MANF.WM.AR.ZS
IMN,TM.TAX.MANF.SR.ZS
IMN,TM.TAX.MANF.SM.FN.ZS
IMN,TM.TAX.MANF.SM.AR.ZS
IMN,TM.TAX.MANF.IP.ZS
IMN,TM.TAX.MANF.BR.ZS
IMN,TM.TAX.MANF.BC.ZS
IMN,TM.QTY.MRCH.XD.WD
IMN,TG.VAL.TOTL.GD.ZS
IMN,ST.INT.XPND.MP.ZS
IMN,ST.INT.XPND.CD
IMN,ST.INT.TVLX.CD
IMN,ST.INT.TVLR.CD
IMN,ST.INT.TRNX.CD
IMN,ST.INT.TRNR.CD
IMN,ST.INT.RCPT.XP.ZS
IMN,ST.INT.RCPT.CD
IMN,ST.INT.DPRT
IMN,ST.INT.ARVL
IMN,NY.EXP.CAPM.KN
IMN,NE.TRD.GNFS.ZS
IMN,NE.RSB.GNFS.ZS
IMN,NE.RSB.GNFS.CD
IMN,NE.IMP.GNFS.ZS
IMN,NE.IMP.GNFS.KD.ZG
IMN,NE.IMP.GNFS.KD
IMN,NE.IMP.GNFS.CD
IMN,NE.EXP.GNFS.ZS
IMN,NE.EXP.GNFS.KD.ZG
IMN,NE.EXP.GNFS.KD
IMN,NE.EXP.GNFS.CD
IMN,MS.MIL.XPRT.KD
IMN,MS.MIL.MPRT.KD
IMN,LP.LPI.TRAC.XQ
IMN,LP.LPI.TIME.XQ
IMN,LP.LPI.OVRL.XQ
IMN,LP.LPI.LOGS.XQ
